read_id,quality,length,has_adapter,quality_pass,length_pass,final_output_count
@250F302971012_1_194_22_1331833_122000_2_17.559380,17.55938,10720,false,true,true,1
@250F302971012_1_245_29_1224967_234345_1_15.505072,15.505072,12789,false,true,true,1
@250F302971012_1_199_24_1337685_122425_1_14.155046,14.155046,10308,false,false,true,0
@250F302971012_1_145_38_1341948_127625_1_16.734329,16.734329,10256,false,true,true,1
@250F302971012_1_198_18_1283373_186381_2_16.518711,16.518711,14879,false,true,true,1
@250F302971012_1_135_18_1225580_248835_2_16.431641,16.431641,19697,false,true,true,1
@250F302971012_1_200_32_1297689_174776_1_19.821465,19.821465,10477,false,true,true,1
@250F302971012_1_13_21_1356086_136241_1_15.908552,15.908552,11003,false,true,true,1
@250F302971012_1_104_29_1360398_131000_1_15.086771,15.086771,10955,false,true,true,1
@250F302971012_1_175_39_1362583_148835_1_16.542059,16.542059,11483,false,true,true,1
@250F302971012_1_173_29_1376664_146758_1_17.299358,17.299358,11938,false,true,true,1
@250F302971012_1_246_22_1353593_170608_1_19.254868,19.254868,13266,false,true,true,1
@250F302971012_1_45_17_1329963_198285_2_15.640114,15.640114,15563,false,true,true,1
@250F302971012_1_129_20_1360308_174959_1_19.092224,19.092224,11931,false,true,true,1
@250F302971012_1_178_21_1420784_116070_0_16.713081,16.713081,10260,false,true,true,1
@250F302971012_1_44_23_1397929_144857_2_16.642302,16.642302,11364,false,true,true,1
@250F302971012_1_126_26_1324302_227556_1_16.821182,16.821182,13112,false,true,true,1
@250F302971012_1_152_23_1413676_136367_1_18.136562,18.136562,10560,false,true,true,1
@250F302971012_1_64_24_1388865_175504_1_15.262157,15.262157,13730,false,true,true,1
@250F302971012_1_133_22_1381600_182996_1_18.687359,18.687359,12789,false,true,true,1
@250F302971012_1_216_20_1431525_132954_1_17.703444,17.703444,10138,false,true,true,1
@250F302971012_1_73_23_1399032_166564_1_16.721491,16.721491,11326,false,true,true,1
@250F302971012_1_213_25_1435708_130527_1_17.344378,17.344378,11119,false,true,true,1
@250F302971012_1_40_25_1403888_168877_2_15.364513,15.364513,13262,false,true,true,1
@250F302971012_1_171_38_1450043_124268_1_16.739599,16.739599,10338,false,true,true,1
@250F302971012_1_211_38_1411448_170401_2_15.456882,15.456882,11759,false,true,true,1
@250F302971012_1_221_31_1444305_142270_1_15.354954,15.354954,12363,false,true,true,1
@250F302971012_1_26_28_1435140_159181_2_16.934858,16.934858,13079,false,true,true,1
@250F302971012_1_63_24_1409990_180649_1_17.323290,17.32329,14431,false,true,true,1
@250F302971012_1_67_19_1437992_155844_1_11.056606,11.056606,11456,false,false,true,0
@250F302971012_1_92_26_1449382_141206_3_19.705738,19.705738,11445,false,true,true,1
@250F302971012_1_138_30_1412121_180577_1_17.007236,17.007236,13712,false,true,true,1
@250F302971012_1_5_23_1407511_190090_1_15.354769,15.354769,13051,false,true,true,1
@250F302971012_1_149_30_1356337_240807_0_17.824799,17.824799,17665,false,true,true,1
@250F302971012_1_166_29_1490777_107313_1_17.148575,17.148575,10477,false,true,true,1
@250F302971012_1_66_22_1375699_229168_1_20.157892,20.157892,14034,false,true,true,1
@250F302971012_1_86_33_1420100_181390_3_17.850744,17.850744,13037,false,true,true,1
@250F302971012_1_187_32_1331050_273534_1_18.631012,18.631012,21048,false,true,true,1
@250F302971012_1_48_20_1303769_301877_2_16.819323,16.819323,26134,false,true,true,1
@250F302971012_1_157_37_1423664_183793_2_16.506035,16.506035,15796,false,true,true,1
@250F302971012_1_203_30_1403701_203153_1_17.107292,17.107292,16198,false,true,true,1
@250F302971012_1_38_29_1481028_136114_3_17.434784,17.434784,10882,false,true,true,1
@250F302971012_1_227_39_1494576_125343_3_17.959213,17.959213,10160,false,true,true,1
@250F302971012_1_47_33_1436197_192967_1_17.585958,17.585958,14448,false,true,true,1
@250F302971012_1_184_38_1478973_147653_1_17.501656,17.501656,10202,false,true,true,1
@250F302971012_1_234_33_1408934_216332_2_17.388983,17.388983,16285,false,true,true,1
@250F302971012_1_116_30_1476653_163842_2_17.332365,17.332365,11561,false,true,true,1
@250F302971012_1_147_36_1505491_135811_1_17.171400,17.1714,10963,false,true,true,1
@250F302971012_1_249_29_1488107_152272_1_13.277341,13.277341,11443,false,false,true,0
@250F302971012_1_169_24_1450577_194000_0_17.997000,17.997,13535,false,true,true,1
@250F302971012_1_106_30_1535619_131000_1_13.189392,13.189392,10867,false,false,true,0
@250F302971012_1_109_28_1486495_167000_1_17.599876,17.599876,12352,false,true,true,1
@250F302971012_1_220_28_1473091_198500_1_13.617491,13.617491,12393,false,false,true,0
@250F302971012_1_141_28_1484798_193556_1_15.821773,15.821773,15020,false,true,true,1
@250F302971012_1_256_30_1545863_130014_2_15.936126,15.936126,11295,false,true,true,1
@250F302971012_1_37_29_1526962_154171_1_17.949459,17.949459,12498,false,true,true,1
@250F302971012_1_127_24_1516012_166161_1_17.644327,17.644327,13542,false,true,true,1
@250F302971012_1_114_25_1532184_154086_1_18.726427,18.726427,11803,false,true,true,1
@250F302971012_1_189_28_1502783_183267_1_18.357622,18.357622,14711,false,true,true,1
@250F302971012_1_193_28_1545039_141994_2_17.321911,17.321911,11126,false,true,true,1
@250F302971012_1_174_39_1538304_153500_1_15.621269,15.621269,12760,false,true,true,1
@250F302971012_1_78_36_1536889_172990_1_19.387444,19.387444,12951,false,true,true,1
@250F302971012_1_30_29_1564151_150494_1_17.234190,17.23419,11416,false,true,true,1
@250F302971012_1_45_19_1544620_162500_2_20.329510,20.32951,10172,false,true,true,1
@250F302971012_1_110_23_1586544_125915_1_15.783916,15.783916,10457,false,true,true,1
@250F302971012_1_232_34_1580562_133913_1_18.711275,18.711275,10226,false,true,true,1
@250F302971012_1_124_21_1567690_147934_1_18.329885,18.329885,11212,false,true,true,1
@250F302971012_1_64_25_1565307_158856_1_20.079338,20.079338,10628,false,true,true,1
@250F302971012_1_97_34_1556819_149000_2_16.204906,16.204906,12041,false,true,true,1
@250F302971012_1_151_35_1605891_125672_1_17.744141,17.744141,10390,false,true,true,1
@250F302971012_1_175_40_1512361_219666_1_14.049692,14.049692,12905,false,false,true,0
@250F302971012_1_244_34_1612795_121775_1_17.009657,17.009657,10488,false,true,true,1
@250F302971012_1_202_32_1617264_120200_1_16.157286,16.157286,10993,false,true,true,1
@250F302971012_1_1_25_1584319_159085_0_19.871439,19.871439,11567,false,true,true,1
@250F302971012_1_156_32_1604620_135405_0_18.547108,18.547108,10615,false,true,true,1
@250F302971012_1_200_34_1519282_230118_1_17.911938,17.911938,17446,false,true,true,1
@250F302971012_1_191_30_1609791_142162_2_18.572136,18.572136,10852,false,true,true,1
@250F302971012_1_12_37_1576633_194843_1_16.997078,16.997078,14941,false,true,true,1
@250F302971012_1_135_24_1648579_124040_2_18.159010,18.15901,10066,false,true,true,1
@250F302971012_1_143_31_1596215_177780_1_16.232828,16.232828,14171,false,true,true,1
@250F302971012_1_70_28_1494667_281106_1_18.517673,18.517673,12692,false,true,true,1
@250F302971012_1_186_38_1550257_225006_1_10.595159,10.595159,15403,false,false,true,0
@250F302971012_1_50_26_1645611_137695_2_18.368338,18.368338,10807,false,true,true,1
@250F302971012_1_162_46_1618128_164434_2_20.208218,20.208218,10133,false,true,true,1
@250F302971012_1_216_21_1565807_217540_1_19.235775,19.235775,14519,false,true,true,1
@250F302971012_1_134_35_1637084_149000_1_16.615738,16.615738,11814,false,true,true,1
@250F302971012_1_63_26_1654618_148371_1_18.201145,18.201145,11747,false,true,true,1
@250F302971012_1_251_39_1641543_162845_1_14.084343,14.084343,10379,false,false,true,0
@250F302971012_1_224_29_1596315_210168_2_14.965199,14.965199,12301,false,false,true,0
@250F302971012_1_3_22_1550465_261778_1_19.029156,19.029156,16797,false,true,true,1
@250F302971012_1_239_42_1680932_133922_1_18.975740,18.97574,10618,false,true,true,1
@250F302971012_1_203_34_1654226_165200_1_16.258249,16.258249,13350,false,true,true,1
@250F302971012_1_163_36_1680813_142852_3_18.101385,18.101385,12641,false,true,true,1
@250F302971012_1_69_36_1678847_147153_1_19.236996,19.236996,11174,false,true,true,1
@250F302971012_1_245_36_1662708_165672_1_18.116686,18.116686,12815,false,true,true,1
@250F302971012_1_34_33_1681184_151330_3_17.663128,17.663128,12262,false,true,true,1
@250F302971012_1_222_33_1676065_158566_1_18.722273,18.722273,11456,false,true,true,1
@250F302971012_1_165_31_1694950_149605_1_19.035404,19.035404,11859,false,true,true,1
@250F302971012_1_242_48_1708051_132977_1_18.196676,18.196676,10922,false,true,true,1
@250F302971012_1_124_22_1717758_135280_1_17.530317,17.530317,10843,false,true,true,1
@250F302971012_1_197_38_1707218_152252_1_11.403875,11.403875,13569,false,false,true,0
@250F302971012_1_219_37_1693786_140000_3_18.641026,18.641026,11060,false,true,true,1
@250F302971012_1_253_39_1732670_125843_1_18.723280,18.72328,10211,false,true,true,1
@250F302971012_1_192_38_1662094_198663_3_17.737753,17.737753,15747,false,true,true,1
@250F302971012_1_201_21_1430737_435011_2_15.508518,15.508518,29305,false,true,true,1
@250F302971012_1_6_31_1724920_157393_2_17.879217,17.879217,11050,false,true,true,1
@250F302971012_1_21_36_1582601_305197_0_13.029673,13.029673,12775,false,false,true,0
@250F302971012_1_46_36_1644609_244413_2_19.206503,19.206503,16255,false,true,true,1
@250F302971012_1_106_32_1742303_147197_1_17.819326,17.819326,10063,false,true,true,1
@250F302971012_1_77_44_1668144_224804_1_17.695274,17.695274,16689,false,true,true,1
@250F302971012_1_147_41_1741135_153500_1_17.829685,17.829685,11973,false,true,true,1
@250F302971012_1_246_27_1756955_149264_1_16.601580,16.60158,12998,false,true,true,1
@250F302971012_1_102_30_1731280_180438_3_17.990692,17.990692,11823,false,true,true,1
@250F302971012_1_152_29_1781423_126500_1_17.519524,17.519524,10236,false,true,true,1
@250F302971012_1_153_36_1774856_137552_1_16.835739,16.835739,10983,false,true,true,1
@250F302971012_1_135_25_1780842_134497_2_16.749317,16.749317,10465,false,true,true,1
@250F302971012_1_109_30_1736642_195753_1_16.920284,16.920284,14694,false,true,true,1
@250F302971012_1_30_31_1726526_212339_1_18.735235,18.735235,16953,false,true,true,1
@250F302971012_1_128_36_1752007_187812_1_11.882847,11.882847,15946,false,false,true,0
@250F302971012_1_4_31_1779327_165290_1_20.932491,20.932491,10643,false,true,true,1
@250F302971012_1_48_25_1807967_135500_2_16.150749,16.150749,11391,false,true,true,1
@250F302971012_1_169_26_1723197_227588_0_18.516602,18.516602,17257,false,true,true,1
@250F302971012_1_211_44_1819649_134851_2_12.905224,12.905224,12071,false,false,true,0
@250F302971012_1_45_21_1805734_153742_2_10.164736,10.164736,10868,false,false,true,0
@250F302971012_1_75_31_1800303_158487_2_15.367968,15.367968,11121,false,true,true,1
@250F302971012_1_139_25_1756661_200741_1_14.617701,14.617701,14972,false,false,true,0
@250F302971012_1_126_33_1767451_200023_1_20.383673,20.383673,12758,false,true,true,1
@250F302971012_1_158_36_1780745_187239_3_18.991659,18.991659,12820,false,true,true,1
@250F302971012_1_42_36_1829947_142807_1_17.868183,17.868183,12401,false,true,true,1
@250F302971012_1_214_30_1776742_193695_1_16.339521,16.339521,15362,false,true,true,1
@250F302971012_1_69_37_1832106_143442_1_17.267212,17.267212,10184,false,true,true,1
@250F302971012_1_254_47_1850921_130035_1_17.023325,17.023325,12188,false,true,true,1
@250F302971012_1_155_30_1858948_126500_0_14.690453,14.690453,11220,false,false,true,0
@250F302971012_1_89_25_1816849_192321_1_17.816532,17.816532,14350,false,true,true,1
@250F302971012_1_215_36_1793361_212977_1_20.136662,20.136662,13137,false,true,true,1
@250F302971012_1_114_30_1845521_174206_1_15.350503,15.350503,14249,false,true,true,1
@250F302971012_1_194_31_1865641_154619_2_19.782646,19.782646,10035,false,true,true,1
@250F302971012_1_86_42_1880986_152234_3_20.792398,20.792398,11250,false,true,true,1
@250F302971012_1_188_33_1910370_121589_2_14.464672,14.464672,10517,false,false,true,0
@250F302971012_1_81_35_1861219_176771_1_17.103319,17.103319,12445,false,true,true,1
@250F302971012_1_145_48_1902339_135500_1_17.750084,17.750084,10578,false,true,true,1
@250F302971012_1_190_39_1826493_209770_0_18.976984,18.976984,11963,false,true,true,1
@250F302971012_1_208_29_1897438_140119_2_16.989235,16.989235,10558,false,true,true,1
@250F302971012_1_251_41_1898803_136251_1_19.890274,19.890274,10464,false,true,true,1
@250F302971012_1_13_29_1821997_221000_1_18.323904,18.323904,14165,false,true,true,1
@250F302971012_1_63_29_1862840_176000_1_16.762943,16.762943,13477,false,true,true,1
@250F302971012_1_28_41_1904238_145595_1_17.789738,17.789738,10898,false,true,true,1
@250F302971012_1_53_31_1875772_178516_1_16.780621,16.780621,11783,false,true,true,1
@250F302971012_1_88_34_1891464_158699_1_12.826633,12.826633,13714,false,false,true,0
@250F302971012_1_229_39_1893278_158000_2_18.526848,18.526848,14544,false,true,true,1
@250F302971012_1_134_37_1812342_247277_1_20.865868,20.865868,14411,false,true,true,1
@250F302971012_1_1024_29_1902449_156241_1_18.129017,18.129017,12847,false,true,true,1
@250F302971012_1_67_26_1858948_207165_1_11.040882,11.040882,15126,false,false,true,0
@250F302971012_1_197_39_1875984_192806_1_12.232292,12.232292,16697,false,false,true,0
@250F302971012_1_227_44_1873946_195860_3_17.833706,17.833706,15614,false,true,true,1
@250F302971012_1_34_35_1899068_175248_3_16.746672,16.746672,13334,false,true,true,1
@250F302971012_1_223_37_1914930_163366_1_15.651804,15.651804,12761,false,true,true,1
@250F302971012_1_200_41_1913034_170048_1_19.017826,19.017826,13125,false,true,true,1
@250F302971012_1_209_35_1928114_160476_2_19.817936,19.817936,10152,false,true,true,1
@250F302971012_1_106_35_1949916_147960_1_14.972738,14.972738,10827,false,false,true,0
@250F302971012_1_189_35_1906197_189500_1_13.773891,13.773891,16940,false,false,true,0
@250F302971012_1_204_37_1927502_171650_2_16.424959,16.424959,14152,false,true,true,1
@250F302971012_1_221_38_1957608_140592_1_16.470812,16.470812,10964,false,true,true,1
@250F302971012_1_24_37_1988682_126793_3_16.526968,16.526968,10177,false,true,true,1
@250F302971012_1_146_35_1977327_138233_1_17.078150,17.07815,10761,false,true,true,1
@250F302971012_1_156_38_1993988_122238_0_15.830349,15.830349,10564,false,true,true,1
@250F302971012_1_159_35_1984078_136105_1_16.034189,16.034189,11110,false,true,true,1
@250F302971012_1_107_30_1817924_308071_1_19.058250,19.05825,18643,false,true,true,1
@250F302971012_1_256_39_1955756_173858_2_19.283783,19.283783,10905,false,true,true,1
@250F302971012_1_23_39_1888151_244778_2_19.532536,19.532536,16147,false,true,true,1
@250F302971012_1_143_37_1995008_142623_1_17.997553,17.997553,11710,false,true,true,1
@250F302971012_1_176_39_1950726_189311_2_18.260996,18.260996,13866,false,true,true,1
@250F302971012_1_154_30_2012957_134390_3_18.820173,18.820173,10727,false,true,true,1
@250F302971012_1_6_32_1882427_269018_2_10.638346,10.638346,17019,false,false,true,0
@250F302971012_1_144_37_2016549_135500_1_16.647488,16.647488,11285,false,true,true,1
@250F302971012_1_213_33_1962670_189500_1_16.401045,16.401045,17395,false,true,true,1
@250F302971012_1_8_38_1888734_266000_2_19.519981,19.519981,11578,false,true,true,1
@250F302971012_1_172_30_1945485_213473_1_19.234993,19.234993,17878,false,true,true,1
@250F302971012_1_192_42_1958816_199213_3_10.651686,10.651686,10258,false,false,true,0
@250F302971012_1_248_43_1986189_170197_0_18.254869,18.254869,13831,false,true,true,1
@250F302971012_1_96_37_1985555_181535_1_10.084732,10.084732,14140,false,false,true,0
@250F302971012_1_199_37_2019368_150419_1_16.837709,16.837709,11236,false,true,true,1
@250F302971012_1_97_41_1997797_171500_2_18.495659,18.495659,12858,false,true,true,1
@250F302971012_1_203_40_2025318_145046_1_18.365396,18.365396,10759,false,true,true,1
@250F302971012_1_153_40_2060173_119187_1_18.501036,18.501036,10111,false,true,true,1
@250F302971012_1_233_46_2011313_172816_0_17.958876,17.958876,12926,false,true,true,1
@250F302971012_1_239_45_1892595_287862_1_18.319418,18.319418,23194,false,true,true,1
@250F302971012_1_27_41_2021308_167000_3_9.255015,9.255015,12391,false,false,true,0
@250F302971012_1_129_29_2000881_192295_1_16.496851,16.496851,15552,false,true,true,1
@250F302971012_1_219_43_2063821_130217_3_15.564713,15.564713,12562,false,true,true,1
@250F302971012_1_1024_30_2058875_135909_1_16.927692,16.927692,10522,false,true,true,1
@250F302971012_1_11_44_2027602_174998_3_17.510761,17.510761,13038,false,true,true,1
@250F302971012_1_88_35_2051836_149375_1_17.474802,17.474802,11311,false,true,true,1
@250F302971012_1_182_36_1961324_242815_2_9.646515,9.646515,10194,false,false,true,0
@250F302971012_1_185_40_2041200_162794_1_9.148932,9.148932,13446,false,false,true,0
@250F302971012_1_193_38_2083048_117988_2_17.371059,17.371059,10675,false,true,true,1
@250F302971012_1_195_43_2002438_199357_3_17.285498,17.285498,14708,false,true,true,1
@250F302971012_1_198_30_2078275_124847_2_17.678406,17.678406,10278,false,true,true,1
@250F302971012_1_216_28_2032341_171913_1_18.819176,18.819176,13176,false,true,true,1
@250F302971012_1_42_39_2062214_145440_1_17.490887,17.490887,11956,false,true,true,1
@250F302971012_1_212_37_2071815_135500_0_17.723942,17.723942,10220,false,true,true,1
@250F302971012_1_234_43_2005623_202153_2_16.643135,16.643135,16893,false,true,true,1
@250F302971012_1_126_35_2010553_200453_1_16.851416,16.851416,14578,false,true,true,1
@250F302971012_1_131_46_2045649_167000_1_17.787306,17.787306,10592,false,true,true,1
@250F302971012_1_186_41_1876112_337701_1_16.691526,16.691526,27398,false,true,true,1
@250F302971012_1_205_40_2059847_152158_1_18.991377,18.991377,11761,false,true,true,1
@250F302971012_1_93_43_1998986_225859_1_17.680199,17.680199,12331,false,true,true,1
@250F302971012_1_194_34_2067393_167517_2_19.403391,19.403391,10643,false,true,true,1
@250F302971012_1_158_42_2093512_154046_3_16.273249,16.273249,10348,false,true,true,1
@250F302971012_1_207_40_2061479_185882_1_16.205839,16.205839,13930,false,true,true,1
@250F302971012_1_71_44_2112449_147046_3_19.272863,19.272863,10921,false,true,true,1
@250F302971012_1_64_31_2064121_203000_1_15.499361,15.499361,11488,false,true,true,1
@250F302971012_1_138_41_2126280_141150_1_17.844379,17.844379,10276,false,true,true,1
@250F302971012_1_108_42_1999046_270500_1_17.240705,17.240705,18816,false,true,true,1
@250F302971012_1_45_24_2144151_131000_2_19.953802,19.953802,10117,false,true,true,1
@250F302971012_1_16_41_2110532_158000_2_16.658676,16.658676,12144,false,true,true,1
@250F302971012_1_78_40_2067832_215697_1_18.991550,18.99155,16532,false,true,true,1
@250F302971012_1_200_42_2085191_203731_1_19.784082,19.784082,11924,false,true,true,1
@250F302971012_1_253_48_2097480_196004_1_16.902439,16.902439,14913,false,true,true,1
@250F302971012_1_77_50_2156370_151080_1_18.573250,18.57325,11701,false,true,true,1
@250F302971012_1_53_34_2152095_166068_1_18.819811,18.819811,11661,false,true,true,1
@250F302971012_1_73_40_2192152_127566_1_17.130674,17.130674,10057,false,true,true,1
@250F302971012_1_107_31_2142180_176000_1_19.672262,19.672262,11106,false,true,true,1
@250F302971012_1_150_45_2173690_154503_1_9.897869,9.897869,11452,false,false,true,0
@250F302971012_1_189_38_2192275_139702_1_17.698059,17.698059,10052,false,true,true,1
@250F302971012_1_69_41_2098597_240691_1_15.569364,15.569364,17563,false,true,true,1
@250F302971012_1_12_48_2166386_179728_1_14.723661,14.723661,14697,false,false,true,0
@250F302971012_1_63_33_2191913_153500_1_19.319576,19.319576,11847,false,true,true,1
@250F302971012_1_141_37_2055665_294816_1_18.182842,18.182842,20447,false,true,true,1
@250F302971012_1_146_37_2197130_154452_1_17.065193,17.065193,11823,false,true,true,1
@250F302971012_1_209_37_2182566_167000_2_17.718237,17.718237,13062,false,true,true,1
@250F302971012_1_23_42_2245709_123764_2_18.506905,18.506905,10224,false,true,true,1
@250F302971012_1_112_53_2232281_138429_2_17.109625,17.109625,10787,false,true,true,1
@250F302971012_1_242_56_2197298_174726_1_21.591471,21.591471,10682,false,true,true,1
@250F302971012_1_210_43_2241006_137346_2_16.017740,16.01774,11745,false,true,true,1
@250F302971012_1_221_40_2219368_159775_1_18.525869,18.525869,11078,false,true,true,1
@250F302971012_1_30_39_2169670_212907_1_20.000484,20.000484,13287,false,true,true,1
@250F302971012_1_181_48_2243071_138626_3_17.554281,17.554281,11504,false,true,true,1
@250F302971012_1_254_56_2215156_172898_1_17.747463,17.747463,13801,false,true,true,1
@250F302971012_1_157_46_2237837_149000_2_18.889668,18.889668,11597,false,true,true,1
@250F302971012_1_191_44_2266859_124584_2_19.255487,19.255487,10049,false,true,true,1
@250F302971012_1_132_48_2255869_144109_1_16.897614,16.897614,11677,false,true,true,1
@250F302971012_1_145_56_2241563_156602_1_16.090586,16.090586,11622,false,true,true,1
@250F302971012_1_187_48_2222337_173651_1_18.388439,18.388439,13366,false,true,true,1
@250F302971012_1_201_27_2210549_187976_2_20.206177,20.206177,12436,false,true,true,1
@250F302971012_1_49_36_2221403_180319_2_17.219130,17.21913,14269,false,true,true,1
@250F302971012_1_149_45_2246944_157283_0_16.158636,16.158636,11926,false,true,true,1
@250F302971012_1_190_43_2221981_181402_0_15.171169,15.171169,10826,false,true,true,1
@250F302971012_1_86_45_2171521_239168_3_18.410845,18.410845,14435,false,true,true,1
@250F302971012_1_99_39_2283404_131501_1_18.485073,18.485073,10105,false,true,true,1
@250F302971012_1_147_46_2210736_203474_1_18.611567,18.611567,12658,false,true,true,1
@250F302971012_1_167_46_2253401_162500_1_18.371641,18.371641,12727,false,true,true,1
@250F302971012_1_197_44_2251686_165339_1_12.684521,12.684521,12888,false,false,true,0
@250F302971012_1_234_46_2237724_181963_2_16.960066,16.960066,13274,false,true,true,1
@250F302971012_1_137_43_2259591_164766_1_17.645115,17.645115,12964,false,true,true,1
@250F302971012_1_68_41_2287434_137729_1_15.015687,15.015687,10260,false,true,true,1
@250F302971012_1_87_42_2298343_140134_2_15.808033,15.808033,10216,false,true,true,1
@250F302971012_1_182_39_2268014_176401_2_17.892607,17.892607,14286,false,true,true,1
@250F302971012_1_53_35_2327546_123915_1_17.897774,17.897774,10092,false,true,true,1
@250F302971012_1_80_41_2224717_237606_1_18.076462,18.076462,19676,false,true,true,1
@250F302971012_1_108_44_2325531_136406_1_18.107447,18.107447,11176,false,true,true,1
@250F302971012_1_115_53_2264501_197043_2_19.490435,19.490435,10785,false,true,true,1
@250F302971012_1_205_45_2335519_126933_1_17.954170,17.95417,10742,false,true,true,1
@250F302971012_1_139_31_2295465_173720_1_15.396944,15.396944,13954,false,true,true,1
@250F302971012_1_227_50_2289989_179091_3_18.169081,18.169081,13366,false,true,true,1
@250F302971012_1_92_44_2289448_184484_3_18.720015,18.720015,14162,false,true,true,1
@250F302971012_1_142_39_2334837_140252_3_18.238796,18.238796,11010,false,true,true,1
@250F302971012_1_6_35_2278241_208290_2_17.736933,17.736933,15386,false,true,true,1
@250F302971012_1_161_53_2265083_226863_2_19.404800,19.4048,14659,false,true,true,1
@250F302971012_1_171_60_2351700_141492_1_18.073700,18.0737,10405,false,true,true,1
@250F302971012_1_77_52_2365902_132438_1_17.720531,17.720531,11184,false,true,true,1
@250F302971012_1_120_53_2340901_156166_1_20.248569,20.248569,11994,false,true,true,1
@250F302971012_1_40_42_2340316_162500_2_17.350100,17.3501,10436,false,true,true,1
@250F302971012_1_239_48_2368492_133502_1_18.084572,18.084572,10557,false,true,true,1
@250F302971012_1_82_45_2321147_184196_2_17.638180,17.63818,13519,false,true,true,1
@250F302971012_1_238_56_2247796_266230_3_17.858177,17.858177,21298,false,true,true,1
@250F302971012_1_143_41_2390671_131321_1_15.575233,15.575233,11037,false,true,true,1
@250F302971012_1_210_44_2379090_154088_2_17.611153,17.611153,12401,false,true,true,1
@250F302971012_1_138_42_2269769_266714_1_10.940159,10.940159,17334,false,false,true,0
@250F302971012_1_186_43_2351935_186120_1_16.008671,16.008671,14441,false,true,true,1
@250F302971012_1_144_43_2385592_154725_1_17.544460,17.54446,11987,false,true,true,1
@250F302971012_1_175_53_2362904_177440_1_18.434046,18.434046,13840,false,true,true,1
@250F302971012_1_2_36_2380599_168795_1_16.700672,16.700672,11190,false,true,true,1
@250F302971012_1_79_48_2332622_212000_1_13.290620,13.29062,11560,false,false,true,0
@250F302971012_1_181_50_2408446_136964_3_17.679253,17.679253,11477,false,true,true,1
@250F302971012_1_46_46_2409240_135500_2_17.244791,17.244791,10918,false,true,true,1
@250F302971012_1_118_43_2396813_153500_0_17.865871,17.865871,11588,false,true,true,1
@250F302971012_1_62_43_2382688_179416_1_19.104261,19.104261,11327,false,true,true,1
@250F302971012_1_91_50_2347879_225192_1_16.481955,16.481955,18124,false,true,true,1
@250F302971012_1_162_62_2413616_158000_2_17.145649,17.145649,10284,false,true,true,1
@250F302971012_1_3_35_2407532_179036_1_17.748325,17.748325,10964,false,true,true,1
@250F302971012_1_48_33_2438545_147561_2_16.247972,16.247972,12143,false,true,true,1
@250F302971012_1_49_38_2403818_192529_2_16.447044,16.447044,15895,false,true,true,1
@250F302971012_1_149_46_2412033_183756_0_18.099304,18.099304,11390,false,true,true,1
@250F302971012_1_67_35_2435557_165975_1_10.917568,10.917568,11146,false,false,true,0
@250F302971012_1_89_33_2436949_166054_1_16.409805,16.409805,13906,false,true,true,1
@250F302971012_1_165_50_2427662_172921_1_19.864716,19.864716,13177,false,true,true,1
@250F302971012_1_229_54_2486250_114031_2_19.047497,19.047497,10284,false,true,true,1
@250F302971012_1_8_43_2366359_239258_2_16.533535,16.533535,19236,false,true,true,1
@250F302971012_1_71_48_2419185_185836_3_19.020536,19.020536,11871,false,true,true,1
@250F302971012_1_88_44_2487498_131000_1_18.984449,18.984449,10449,false,true,true,1
@250F302971012_1_169_38_2435898_185000_0_18.635204,18.635204,11702,false,true,true,1
@250F302971012_1_217_40_2308509_313886_2_15.545956,15.545956,26603,false,true,true,1
@250F302971012_1_110_39_2462258_180066_1_12.921371,12.921371,10202,false,false,true,0
@250F302971012_1_107_37_2523247_125232_1_17.200657,17.200657,10348,false,true,true,1
@250F302971012_1_197_46_2462858_186412_1_12.542318,12.542318,15647,false,false,true,0
@250F302971012_1_134_52_2472394_179214_1_18.791050,18.79105,14527,false,true,true,1
@250F302971012_1_184_63_2483265_174384_1_16.434799,16.434799,10404,false,true,true,1
@250F302971012_1_208_38_2417923_240562_2_17.041601,17.041601,14614,false,true,true,1
@250F302971012_1_13_39_2540962_128809_1_10.306782,10.306782,10473,false,false,true,0
@250F302971012_1_195_47_2362367_305785_3_20.660200,20.6602,19085,false,true,true,1
@250F302971012_1_167_51_2528150_146033_1_16.499346,16.499346,12027,false,true,true,1
@250F302971012_1_4_43_2515263_162042_1_17.166130,17.16613,10516,false,true,true,1
@250F302971012_1_74_48_2529821_152923_1_19.853725,19.853725,11278,false,true,true,1
@250F302971012_1_176_46_2552490_140764_2_19.186594,19.186594,10848,false,true,true,1
@250F302971012_1_235_46_2378107_321388_1_17.346746,17.346746,21081,false,true,true,1
@250F302971012_1_143_42_2530464_174214_1_16.710566,16.710566,15494,false,true,true,1
@250F302971012_1_204_51_2560574_140000_2_16.154442,16.154442,11166,false,true,true,1
@250F302971012_1_227_53_2567351_122000_3_16.975195,16.975195,10550,false,true,true,1
@250F302971012_1_132_52_2586880_129357_1_19.264616,19.264616,10670,false,true,true,1
@250F302971012_1_42_44_2536065_193530_1_17.838366,17.838366,14799,false,true,true,1
@250F302971012_1_248_51_2462813_266242_0_9.777634,9.777634,18627,false,false,true,0
@250F302971012_1_219_53_2605284_122000_3_15.370708,15.370708,10180,false,true,true,1
@250F302971012_1_11_53_2554517_182057_3_17.500050,17.50005,14161,false,true,true,1
