read_id,quality,length,has_adapter,quality_pass,length_pass,final_output_count
@250F302971012_1_139_7_519375_203136_1_18.332191,18.332191,15054,false,true,true,1
@250F302971012_1_182_12_438707_281418_2_17.468683,17.468683,22569,false,true,true,1
@250F302971012_1_160_10_571740_162500_2_7.382457,7.382457,11259,false,false,true,0
@250F302971012_1_229_13_596330_140438_2_18.455170,18.45517,11835,false,true,true,1
@250F302971012_1_10_7_600655_139786_3_17.568686,17.568686,10962,false,true,true,1
@250F302971012_1_75_12_538679_207500_2_17.893955,17.893955,18129,false,true,true,1
@250F302971012_1_99_15_619216_130601_1_16.109631,16.109631,10289,false,true,true,1
@250F302971012_1_178_10_589412_155618_0_16.204830,16.20483,12328,false,true,true,1
@250F302971012_1_165_13_603974_149775_1_18.269104,18.269104,11623,false,true,true,1
@250F302971012_1_74_11_632680_126500_1_18.355558,18.355558,10070,false,true,true,1
@250F302971012_1_181_11_625781_136411_3_17.491819,17.491819,11312,false,true,true,1
@250F302971012_1_101_16_605204_163337_2_19.494087,19.494087,12379,false,true,true,1
@250F302971012_1_251_15_613300_154531_1_14.997370,14.99737,10727,false,false,true,0
@250F302971012_1_2_15_469147_305842_1_15.993900,15.9939,21742,false,true,true,1
@250F302971012_1_3_9_525333_243500_1_16.747887,16.747887,17394,false,true,true,1
@250F302971012_1_18_11_569508_207472_2_16.035688,16.035688,13377,false,true,true,1
@250F302971012_1_208_12_591712_189500_2_17.050888,17.050888,11487,false,true,true,1
@250F302971012_1_131_12_614102_178044_1_18.098598,18.098598,11611,false,true,true,1
@250F302971012_1_144_14_592747_200419_1_16.211351,16.211351,16182,false,true,true,1
@250F302971012_1_53_10_630346_162500_1_10.147705,10.147705,12224,false,false,true,0
@250F302971012_1_244_13_689001_119553_1_17.673481,17.673481,10027,false,true,true,1
@250F302971012_1_255_14_664683_144627_1_16.016268,16.016268,11361,false,true,true,1
@250F302971012_1_138_15_658981_153341_1_16.949400,16.9494,12150,false,true,true,1
@250F302971012_1_173_14_663089_148225_1_15.500073,15.500073,14706,false,true,true,1
@250F302971012_1_196_13_597820_212841_2_19.232941,19.232941,12979,false,true,true,1
@250F302971012_1_217_11_643836_167000_2_17.683102,17.683102,13776,false,true,true,1
@250F302971012_1_224_12_655110_156189_2_18.313347,18.313347,10002,false,true,true,1
@250F302971012_1_1_8_673808_150918_0_16.852131,16.852131,12237,false,true,true,1
@250F302971012_1_209_12_725119_95000_2_15.015553,15.015553,10562,false,true,true,1
@250F302971012_1_21_17_719627_115267_0_16.114925,16.114925,10033,false,true,true,1
@250F302971012_1_123_30_671687_158000_2_7.873384,7.873384,11712,false,false,true,0
@250F302971012_1_127_11_657387_174622_1_17.320234,17.320234,10998,false,true,true,1
@250F302971012_1_136_14_722284_110755_2_14.972485,14.972485,10171,false,false,true,0
@250F302971012_1_24_8_434874_400921_3_20.856346,20.856346,23384,false,true,true,1
@250F302971012_1_220_14_681105_153500_1_20.302851,20.302851,12572,false,true,true,1
@250F302971012_1_201_12_654837_203344_2_19.105480,19.10548,15730,false,true,true,1
@250F302971012_1_1024_12_731068_145196_1_19.391020,19.39102,10966,false,true,true,1
@250F302971012_1_111_20_655376_228010_1_17.256924,17.256924,18411,false,true,true,1
@250F302971012_1_142_10_752084_131987_3_17.009218,17.009218,11285,false,true,true,1
@250F302971012_1_66_13_691522_193797_1_17.788593,17.788593,15388,false,true,true,1
@250F302971012_1_93_18_758934_130712_1_18.166929,18.166929,10549,false,true,true,1
@250F302971012_1_16_11_679131_217820_2_11.903176,11.903176,12886,false,false,true,0
@250F302971012_1_110_15_706095_190368_1_14.973690,14.97369,11774,false,false,true,0
@250F302971012_1_13_10_732166_168014_1_17.891882,17.891882,10346,false,true,true,1
@250F302971012_1_210_19_766963_134976_2_18.815592,18.815592,10825,false,true,true,1
@250F302971012_1_252_20_762555_147029_0_9.932714,9.932714,10592,false,false,true,0
@250F302971012_1_23_21_754271_153500_2_17.591354,17.591354,12108,false,true,true,1
@250F302971012_1_178_11_763474_149000_0_19.090597,19.090597,10283,false,true,true,1
@250F302971012_1_182_14_735513_181130_2_16.506796,16.506796,13151,false,true,true,1
@250F302971012_1_25_14_789290_132885_2_18.028002,18.028002,10471,false,true,true,1
@250F302971012_1_30_15_715290_209645_1_18.414318,18.414318,13332,false,true,true,1
@250F302971012_1_155_16_789046_139751_0_16.158567,16.158567,14282,false,true,true,1
@250F302971012_1_90_18_792275_142461_2_15.539493,15.539493,11501,false,true,true,1
@250F302971012_1_42_13_777679_162286_1_17.512787,17.512787,10347,false,true,true,1
@250F302971012_1_247_17_751664_183371_1_17.033995,17.033995,13533,false,true,true,1
@250F302971012_1_71_17_748911_194041_3_18.026819,18.026819,13649,false,true,true,1
@250F302971012_1_96_15_790471_157404_1_18.691830,18.69183,13368,false,true,true,1
@250F302971012_1_135_14_734982_211772_2_18.211042,18.211042,12846,false,true,true,1
@250F302971012_1_144_15_794794_152553_1_17.361582,17.361582,12361,false,true,true,1
@250F302971012_1_198_12_678911_270198_2_20.773552,20.773552,16429,false,true,true,1
@250F302971012_1_146_13_808814_143739_1_18.864098,18.864098,10454,false,true,true,1
@250F302971012_1_67_13_796731_169753_1_11.960969,11.960969,11787,false,false,true,0
@250F302971012_1_79_22_795263_171954_1_12.066833,12.066833,12971,false,false,true,0
@250F302971012_1_216_18_591178_383000_1_19.884270,19.88427,27496,false,true,true,1
@250F302971012_1_217_12_836531_142803_2_16.498440,16.49844,10681,false,true,true,1
@250F302971012_1_75_13_747763_234328_2_19.696857,19.696857,15429,false,true,true,1
@250F302971012_1_52_17_812768_176114_1_16.747826,16.747826,14178,false,true,true,1
@250F302971012_1_187_22_751976_235688_1_17.190025,17.190025,15022,false,true,true,1
@250F302971012_1_141_19_779877_213843_1_14.399132,14.399132,11890,false,false,true,0
@250F302971012_1_222_17_852049_148526_1_18.976414,18.976414,11928,false,true,true,1
@250F302971012_1_248_19_833308_169648_0_18.234905,18.234905,15077,false,true,true,1
@250F302971012_1_99_17_792915_214091_1_17.852413,17.852413,15042,false,true,true,1
@250F302971012_1_130_13_766161_238896_1_18.426550,18.42655,14989,false,true,true,1
@250F302971012_1_154_11_871112_142289_3_18.537453,18.537453,10791,false,true,true,1
@250F302971012_1_211_29_885990_126993_2_19.890711,19.890711,10231,false,true,true,1
@250F302971012_1_49_13_803848_215636_2_19.339680,19.33968,12411,false,true,true,1
@250F302971012_1_62_16_863899_168713_1_19.020918,19.020918,10768,false,true,true,1
@250F302971012_1_249_19_866164_163938_1_15.230737,15.230737,12333,false,true,true,1
@250F302971012_1_254_22_875600_156566_1_17.770735,17.770735,12949,false,true,true,1
@250F302971012_1_150_14_871256_180639_1_18.461281,18.461281,13638,false,true,true,1
@250F302971012_1_88_16_919519_143829_1_14.311181,14.311181,11120,false,false,true,0
@250F302971012_1_89_14_886698_171500_1_18.537678,18.537678,11208,false,true,true,1
@250F302971012_1_164_18_922940_140830_1_17.024920,17.02492,11460,false,true,true,1
@250F302971012_1_132_22_941419_126872_1_18.056183,18.056183,10053,false,true,true,1
@250F302971012_1_183_20_933411_134154_1_19.180910,19.18091,10227,false,true,true,1
@250F302971012_1_153_16_959444_123244_1_17.469461,17.469461,10236,false,true,true,1
@250F302971012_1_1_11_946127_140000_0_19.642567,19.642567,10695,false,true,true,1
@250F302971012_1_69_26_955661_133373_1_17.795734,17.795734,10496,false,true,true,1
@250F302971012_1_71_19_960738_128362_3_15.298787,15.298787,11055,false,true,true,1
@250F302971012_1_114_16_909746_175728_1_17.401293,17.401293,14322,false,true,true,1
@250F302971012_1_198_13_950950_137954_2_15.696327,15.696327,11440,false,true,true,1
@250F302971012_1_243_11_933995_167000_1_19.257193,19.257193,10322,false,true,true,1
@250F302971012_1_111_23_932502_174028_1_17.873781,17.873781,10814,false,true,true,1
@250F302971012_1_1024_14_947846_159120_1_18.669277,18.669277,10790,false,true,true,1
@250F302971012_1_30_16_927095_184183_1_17.920238,17.920238,14561,false,true,true,1
@250F302971012_1_81_23_930496_162500_1_15.570463,15.570463,11054,false,true,true,1
@250F302971012_1_137_19_978509_131531_1_16.263979,16.263979,11973,false,true,true,1
@250F302971012_1_47_24_948607_167331_1_20.384235,20.384235,10165,false,true,true,1
@250F302971012_1_129_15_933115_195034_1_17.680227,17.680227,12890,false,true,true,1
@250F302971012_1_138_21_918017_216655_1_19.767775,19.767775,16613,false,true,true,1
@250F302971012_1_109_20_1013088_123148_1_16.113121,16.113121,10785,false,true,true,1
@250F302971012_1_149_25_945573_191690_0_17.320278,17.320278,14928,false,true,true,1
@250F302971012_1_202_22_966918_172071_1_18.453476,18.453476,14252,false,true,true,1
@250F302971012_1_192_28_953047_195533_3_19.480001,19.480001,11855,false,true,true,1
@250F302971012_1_48_18_1034839_125115_2_17.214306,17.214306,10230,false,true,true,1
@250F302971012_1_247_20_956053_212520_1_18.046707,18.046707,14901,false,true,true,1
@250F302971012_1_12_25_1032671_138808_1_14.692490,14.69249,10571,false,false,true,0
@250F302971012_1_141_20_1001647_171296_1_15.867880,15.86788,14035,false,true,true,1
@250F302971012_1_14_17_1022796_160754_2_18.883940,18.88394,12210,false,true,true,1
@250F302971012_1_199_20_1030624_149000_1_15.371161,15.371161,11305,false,true,true,1
@250F302971012_1_3_13_960638_228066_1_15.122276,15.122276,15837,false,true,true,1
@250F302971012_1_50_18_990261_198586_2_18.562143,18.562143,15273,false,true,true,1
@250F302971012_1_78_25_1016237_175497_1_18.546793,18.546793,13737,false,true,true,1
@250F302971012_1_245_26_1032904_157241_1_18.571686,18.571686,12166,false,true,true,1
@250F302971012_1_73_17_982742_212799_1_19.173346,19.173346,16388,false,true,true,1
@250F302971012_1_120_24_1045209_157744_1_17.200537,17.200537,12969,false,true,true,1
@250F302971012_1_140_20_996442_208784_2_18.144495,18.144495,15762,false,true,true,1
@250F302971012_1_36_17_1064314_146575_1_17.643044,17.643044,11500,false,true,true,1
@250F302971012_1_183_22_1085315_130412_1_16.955383,16.955383,10579,false,true,true,1
@250F302971012_1_151_24_1061613_161876_1_17.868843,17.868843,12607,false,true,true,1
@250F302971012_1_157_32_1024772_206676_2_20.559139,20.559139,13155,false,true,true,1
@250F302971012_1_223_22_1044119_186924_1_15.171027,15.171027,11737,false,true,true,1
@250F302971012_1_233_24_1067399_167066_0_19.676235,19.676235,10450,false,true,true,1
@250F302971012_1_88_17_1068404_167000_1_15.817443,15.817443,13867,false,true,true,1
@250F302971012_1_45_15_1108111_135500_2_12.999729,12.999729,11306,false,false,true,0
@250F302971012_1_211_33_1119164_129034_2_19.344730,19.34473,10255,false,true,true,1
@250F302971012_1_255_21_1109849_141504_1_15.064736,15.064736,11340,false,true,true,1
@250F302971012_1_104_26_1073394_183152_1_19.868753,19.868753,11491,false,true,true,1
@250F302971012_1_185_27_1136224_123688_1_16.348156,16.348156,10026,false,true,true,1
@250F302971012_1_204_22_1085647_162500_2_19.202248,19.202248,10076,false,true,true,1
@250F302971012_1_42_17_1124486_143333_1_16.131857,16.131857,11357,false,true,true,1
@250F302971012_1_165_21_1060620_206782_1_20.017170,20.01717,11219,false,true,true,1
@250F302971012_1_215_22_1099192_167000_1_16.902443,16.902443,13505,false,true,true,1
@250F302971012_1_191_22_1032036_244908_2_18.089560,18.08956,16765,false,true,true,1
@250F302971012_1_118_21_1096834_204303_0_15.453729,15.453729,17563,false,true,true,1
@250F302971012_1_139_15_1069164_230000_1_18.417494,18.417494,14448,false,true,true,1
@250F302971012_1_147_29_1152448_154078_1_15.184842,15.184842,12613,false,true,true,1
@250F302971012_1_192_30_1182479_124137_3_17.878857,17.878857,10016,false,true,true,1
@250F302971012_1_10_14_1126030_185957_3_17.600666,17.600666,13811,false,true,true,1
@250F302971012_1_81_27_1137206_184734_1_18.058958,18.058958,12861,false,true,true,1
@250F302971012_1_21_26_1139422_188762_0_14.125060,14.12506,15672,false,false,true,0
@250F302971012_1_61_34_1162670_164778_1_16.461411,16.461411,12496,false,true,true,1
@250F302971012_1_202_26_1190572_144813_1_17.804134,17.804134,11787,false,true,true,1
@250F302971012_1_99_20_1094084_254841_1_21.340487,21.340487,16606,false,true,true,1
@250F302971012_1_193_22_1211896_133293_2_19.356646,19.356646,10526,false,true,true,1
@250F302971012_1_161_31_1215387_135500_2_18.936125,18.936125,10954,false,true,true,1
@250F302971012_1_203_27_1130135_222233_1_16.035769,16.035769,14383,false,true,true,1
@250F302971012_1_15_31_1191358_167651_1_19.237297,19.237297,11694,false,true,true,1
@250F302971012_1_4_20_1213416_148550_1_17.771658,17.771658,11001,false,true,true,1
@250F302971012_1_155_19_1048898_315500_0_17.496639,17.496639,20192,false,true,true,1
@250F302971012_1_66_21_1195374_174538_1_17.910908,17.910908,10456,false,true,true,1
@250F302971012_1_154_16_1083288_279500_3_17.697571,17.697571,20885,false,true,true,1
@250F302971012_1_5_21_1201500_171226_1_11.013809,11.013809,11992,false,false,true,0
@250F302971012_1_115_31_1177321_197755_2_18.745014,18.745014,16369,false,true,true,1
@250F302971012_1_144_21_1257937_117804_1_18.268772,18.268772,10203,false,true,true,1
@250F302971012_1_68_22_1199023_185000_1_17.007927,17.007927,15867,false,true,true,1
@250F302971012_1_87_23_1209016_173677_2_17.807280,17.80728,12068,false,true,true,1
@250F302971012_1_127_20_1115824_266819_1_18.108009,18.108009,17508,false,true,true,1
@250F302971012_1_176_29_1205961_174522_2_17.759497,17.759497,14282,false,true,true,1
@250F302971012_1_221_28_1238609_147941_1_16.368649,16.368649,11935,false,true,true,1
@250F302971012_1_110_19_1184948_206690_1_16.191427,16.191427,17625,false,true,true,1
@250F302971012_1_201_19_1234089_158554_2_17.050459,17.050459,13759,false,true,true,1
@250F302971012_1_128_27_1206946_188450_1_13.079508,13.079508,11966,false,false,true,0
@250F302971012_1_210_26_1215340_182081_2_16.921703,16.921703,14805,false,true,true,1
@250F302971012_1_255_22_1252905_145971_1_17.613667,17.613667,11092,false,true,true,1
@250F302971012_1_74_24_1260908_144995_1_17.576241,17.576241,11307,false,true,true,1
@250F302971012_1_103_28_1262760_142609_1_16.725327,16.725327,12231,false,true,true,1
@250F302971012_1_208_17_1227192_178328_2_10.618142,10.618142,13987,false,false,true,0
@250F302971012_1_227_36_1259384_146337_3_19.723436,19.723436,11632,false,true,true,1
@250F302971012_1_2_21_1258664_159612_1_18.506557,18.506557,10048,false,true,true,1
@250F302971012_1_86_32_1289126_126245_3_17.860790,17.86079,10114,false,true,true,1
@250F302971012_1_137_23_1293198_126229_1_17.207638,17.207638,10585,false,true,true,1
@250F302971012_1_181_27_1292494_131000_3_16.978424,16.978424,10161,false,true,true,1
@250F302971012_1_216_19_986100_443912_1_17.373863,17.373863,17301,false,true,true,1
@250F302971012_1_136_23_1270514_153500_2_17.403257,17.403257,11476,false,true,true,1
@250F302971012_1_79_30_1228605_218216_1_16.785645,16.785645,13811,false,true,true,1
@250F302971012_1_256_27_1277638_175293_2_16.724531,16.724531,14896,false,true,true,1
@250F302971012_1_18_25_1237133_219356_2_18.645393,18.645393,16998,false,true,true,1
@250F302971012_1_172_21_1282529_173814_1_18.247612,18.247612,14518,false,true,true,1
@250F302971012_1_183_25_1324440_131173_1_17.162786,17.162786,10825,false,true,true,1
